# ------------------------------------------------------------------
# Generated by forcedphotometry_trim.pl, v3.6 on 2021-08-24 at 02:53:39
#
# Requested input R.A. = 226.10408242258 degrees
# Requested input Dec. = 10.49422183753 degrees
# Requested JD start = 2458194.5 days
# Requested JD end = 2459451 days
# Authenticated program IDs = 1, 2
#
# Column definitions:
# index = sequential counter
# field = ZTF Field identifier
# ccdid = CCD identifier (1..16)
# qid = Quadrant (CCD-amplifier) identifier (0..3)
# filter = Filter string: ZTF_g, ZTF_r, ZTF_i
# pid = processed image Operations DB identifier
# infobitssci = processing summary/QA bits for sci image
# sciinpseeing = Effective FWHM of sci image [pixels]
# scibckgnd = Background level in sci image [DN]
# scisigpix = Robust sigma per pixel in sci image [DN]
# zpmaginpsci = Photometric zeropoint for sci image [mag]
# zpmaginpsciunc = 1-sigma uncertainty in zpmaginpsci [mag]
# zpmaginpscirms = RMS (deviation from average) in difference between instrumental mags and PS1 calibrators [mag]
# clrcoeff = Linear color coefficient from calibration; for ZTF_g,r,i, PS1 color used is g-r, g-r, r-i respectively
# clrcoeffunc = 1-sigma uncertainty in clrcoeff
# ncalmatches = Number of PS1 calibrators used in initial calibration of sci image
# exptime = Integration time for sci image [sec]
# adpctdif1 = Full sci image astrometric RMS along R.A. with respect to Gaia1 [arcsec]
# adpctdif2 = Full sci image astrometric RMS along Dec. with respect to Gaia1 [arcsec]
# diffmaglim = Magnitude limit in difference image [mag]
# zpdiff = Photometric zeropoint for difference image [mag]
# programid = Program identifier [0=engineering; 1=public; 2=private; 3=Caltech time]
# jd = Julian Date at start of exposure [days]
# rfid = Rerence image Operations DB identifier
# forcediffimflux = Forced difference image PSF-fit flux [DN]
# forcediffimfluxunc = 1-sigma uncertainty in forcediffimflux [DN]
# forcediffimsnr = Signal-to-noise ratio for forcediffimflux measurement
# forcediffimchisq = Reduced chi-square in PSF-fit
# forcediffimfluxap = Forced difference image aperture flux using a fixed 9-pixel diameter aperture [DN]
# forcediffimfluxuncap = 1-sigma uncertainty in forcediffimfluxap [DN]
# forcediffimsnrap = Signal-to-noise ratio for forcediffimfluxap measurement
# aperturecorr = Aperture (curve-of-growth) correction factor that was applied to forcediffimfluxap measurement
# dnearestrefsrc = Distance to nearest ref image source if found within 5 arcsec [arcsec]
# nearestrefmag = Magnitude of nearest ref image source [mag]
# nearestrefmagunc = 1-sigma uncertainty in nearestrefmag [mag]
# nearestrefchi = Chi parameter for nearestrefmag measurement (ratio: RMS in PSF-fit residuals / expected RMS from priors)
# nearestrefsharp = Sharp parameter for nearestrefmag measurement (~0 => PSF like; >>0 => extended; <<0 => pixel spike or hard edge)
# refjdstart = JD of earliest sci image used for ref image [days]
# refjdend = JD of latest sci image used for ref image [days]
# procstatus = Per-epoch processing status codes (0 => no warnings); if non-zero, see accompanying log file and document link below
#
# Documentation: https://zwicky.tf/vgt
#
# ------------------------------------------------------------------
# Order of columns below:
 index, field, ccdid, qid, filter, pid, infobitssci, sciinpseeing, scibckgnd, scisigpix, zpmaginpsci, zpmaginpsciunc, zpmaginpscirms, clrcoeff, clrcoeffunc, ncalmatches, exptime, adpctdif1, adpctdif2, diffmaglim, zpdiff, programid, jd, rfid, forcediffimflux, forcediffimfluxunc, forcediffimsnr, forcediffimchisq, forcediffimfluxap, forcediffimfluxuncap, forcediffimsnrap, aperturecorr, dnearestrefsrc, nearestrefmag, nearestrefmagunc, nearestrefchi, nearestrefsharp, refjdstart, refjdend, procstatus
 145 531 8 2 ZTF_r 832356143015 0 2.0231 180.988 6.96374 26.147 6.5769e-06 0.0251228 0.114558 1.14658e-05 540 30. 0.055314 0.052155 20.2074 26.147 1 2458586.8561458 531120230 -1336.63007326375 30.7997249528653 -48.274656378495 2.1115320276242 -1109.04948221545 54.6817402451885 -20.4184978254323 1.05745207714772 0.158987338515103 17.3350004196167 0.0179999992251396 0.526000022888184 -0.0350000001490116 2458186.939896 2458226.876562 0
 146 531 8 2 ZTF_i 833352843015 0 1.7255 209.911 8.62478 25.3299 3.1457e-06 0.0255684 0.184193 1.53258e-05 537 30. 0.052449 0.067929 19.2885 25.3299 2 2458587.8528472 531120330 -1264.23459135092 32.0250623352051 -43.9129371757501 2.08720086597893 -1052.80694636565 64.4310810982877 -16.4500989841491 1.03177437232941 0.11624348112185 16.7769996261597 0.0209999997168779 0.850000023841858 -0.063000001013279 2458173.984468 2458332.659340 0
 147 531 8 2 ZTF_r 835335823015 0 1.7448 53.3796 23.5842 24.762 6.11934e-05 0.043981 0.117531 0.000132404 194 30. 0.054007 0.059329 17.5708 24.762 1 2458589.8358218 531120230 -427.145229146721 104.059913203343 -4.56611559482972 1.08848174021857 -545.622539444582 195.940768588671 -2.80338462789843 1.05741753388223 0.158987338515103 17.3350004196167 0.0179999992251396 0.526000022888184 -0.0350000001490116 2458186.939896 2458226.876562 0
 148 531 8 2 ZTF_i 837311453015 0 2.0217 204.119 22.287 25.3269 1.54477e-05 0.0482045 0.175711 6.11957e-05 396 30. 0.064332 0.05757 18.1036 25.3269 2 2458591.8114583 531120330 -1171.99353803746 102.89216779294 -12.6706151744452 1.0249259561808 -1081.53508684629 188.439998606153 -5.77806885977483 1.05469378695094 0.11624348112185 16.7769996261597 0.0209999997168779 0.850000023841858 -0.063000001013279 2458173.984468 2458332.659340 0
 149 531 8 2 ZTF_i 842376683015 0 1.6913 268.962 7.91022 25.5846 2.405e-06 0.0222976 0.188357 1.18606e-05 539 30. 0.056297 0.052977 19.657 25.5846 2 2458596.8766898 531120330 -1536.51022012384 31.5172245442237 -54.2303351653679 1.96753763338207 -1392.56266222854 62.585697016657 -22.4003521364712 1.03507962563584 0.11624348112185 16.7769996261597 0.0209999997168779 0.850000023841858 -0.063000001013279 2458173.984468 2458332.659340 0
 150 531 8 2 ZTF_g 843297113015 0 2.2498 95.3997 5.62073 26.1676 1.10873e-05 0.0325782 -0.0624694 1.93664e-05 537 30. 0.060711 0.054259 20.3643 26.1676 1 2458597.7971181 531120130 -711.181457829298 25.8795890420931 -30.5687619896982 1.26373718647152 -661.876203889439 45.3061808272855 -14.7073526401132 1.05320376495276 0.126762383593493 17.781000328064 0.0149999996647239 0.337999999523163 -0.0189999993890524 2458204.921053 2458328.667037 0
 151 531 8 2 ZTF_r 843378763015 0 1.9825 181.82 7.87987 26.1667 8.0314e-06 0.0278076 0.110834 1.40442e-05 538 30. 0.059295 0.055233 20.2205 26.1667 1 2458597.8787616 531120230 -1078.03963628363 32.3949512945546 -37.0179358617524 1.74648382492196 -928.367932753207 59.9448710396927 -15.5913346377041 1.05353452040051 0.158987338515103 17.3350004196167 0.0179999992251396 0.526000022888184 -0.0350000001490116 2458186.939896 2458226.876562 0
 152 531 8 2 ZTF_g 845294273015 0 1.825 261.374 7.10137 27.28 5.1597e-06 0.022066 -0.0701981 9.1314e-06 531 90. 0.04546 0.05049 21.2389 27.28 2 2458599.7942708 531120130 -1922.61229859093 34.9199446445708 -61.2453288094297 1.77488327611861 -1949.75506264924 65.6329342674396 -29.9070397672126 1.04204743928137 0.126762383593493 17.781000328064 0.0149999996647239 0.337999999523163 -0.0189999993890524 2458204.921053 2458328.667037 0
 153 531 8 2 ZTF_r 852357893015 0 1.8329 176.803 5.14484 26.1226 6.1319e-06 0.023913 0.113206 1.09952e-05 525 30. 0.053444 0.05293 20.6068 26.1226 1 2458606.8578935 531120230 -986.73628862577 22.8679090564878 -47.9986966748354 2.28156203304718 -850.148771766057 41.5130994760525 -20.6169759295101 1.05667555447621 0.158987338515103 17.3350004196167 0.0179999992251396 0.526000022888184 -0.0350000001490116 2458186.939896 2458226.876562 0
 154 531 8 2 ZTF_g 852436063015 0 1.9284 90.3017 4.0873 26.104 7.8554e-06 0.0273682 -0.0560059 1.40999e-05 528 30. 0.057929 0.056208 20.768 26.104 1 2458606.9360648 531120130 -656.378135674121 18.2404385859562 -40.0288976706938 1.79883666015475 -583.295987590472 32.8932029176426 -17.8524578800386 1.05734990864241 0.126762383593493 17.781000328064 0.0149999996647239 0.337999999523163 -0.0189999993890524 2458204.921053 2458328.667037 0
 155 531 8 2 ZTF_i 853281373015 0 1.5078 265.68 5.8036 25.571 2.2199e-06 0.0214979 0.188456 1.09614e-05 537 30. 0.053262 0.063966 20.0134 25.571 2 2458607.7813773 531120330 -1402.90058283456 20.8642358727977 -74.7961446634831 4.49494409564538 -1227.49501140981 42.3028769414707 -29.2122510401655 1.03055239006925 0.11624348112185 16.7769996261597 0.0209999997168779 0.850000023841858 -0.063000001013279 2458173.984468 2458332.659340 0
 156 531 8 2 ZTF_g 858294203015 0 1.9969 92.3038 3.60637 26.1437 8.3543e-06 0.0281153 -0.0726964 1.49365e-05 530 30. 0.060217 0.056226 20.8575 26.1437 1 2458612.7942014 531120130 -659.995755105049 15.7370838304927 -46.6521523385522 1.74174349688835 -623.760531558441 28.8683759129242 -21.7525778561502 1.04885149811412 0.126762383593493 17.781000328064 0.0149999996647239 0.337999999523163 -0.0189999993890524 2458204.921053 2458328.667037 0
 157 531 8 2 ZTF_r 858337433015 0 1.5903 176.067 4.60639 26.1033 6.9092e-06 0.025554 0.118338 1.23322e-05 528 30. 0.06865 0.060062 20.7787 26.1033 1 2458612.8374306 531120230 -950.895505540654 19.3244582651389 -54.736908845022 5.00365147541074 -791.13773939507 36.4503815133392 -21.8506930386027 1.04811368936379 0.158987338515103 17.3350004196167 0.0179999992251396 0.526000022888184 -0.0350000001490116 2458186.939896 2458226.876562 0
 158 531 8 2 ZTF_g 862272753015 0 1.914 90.7528 8.13005 26.117 1.36313e-05 0.0354033 -0.0591473 2.59029e-05 513 30. 0.053842 0.055346 20.0435 26.117 1 2458616.7727546 531120130 -763.28074389833 33.1911429075006 -25.580963615289 1.17444731824942 -788.366504783491 62.8855984369932 -12.6209532592269 1.04404969651453 0.126762383593493 17.781000328064 0.0149999996647239 0.337999999523163 -0.0189999993890524 2458204.921053 2458328.667037 0
 159 531 8 2 ZTF_r 862294883015 0 2.1073 172.716 7.75151 26.0942 6.8786e-06 0.0253807 0.121258 1.23335e-05 526 30. 0.059528 0.056151 20.0721 26.0942 1 2458616.7948843 531120230 -1143.33643918322 37.3892809054767 -34.0158817864023 1.66479506193105 -1012.20232423132 67.1392620202657 -15.1776998206265 1.05496090159126 0.158987338515103 17.3350004196167 0.0179999992251396 0.526000022888184 -0.0350000001490116 2458186.939896 2458226.876562 0
 160 531 8 2 ZTF_i 862315793015 0 1.6284 256.456 6.95368 25.5439 2.4827e-06 0.0225951 0.191989 1.2612e-05 530 30. 0.057147 0.06851 19.7783 25.5439 2 2458616.8157986 531120330 -1528.88908549844 27.3505754723386 -62.1819465077754 3.83912474302261 -1442.41934427733 55.471003186947 -26.1782559918117 1.03053454120844 0.11624348112185 16.7769996261597 0.0209999997168779 0.850000023841858 -0.063000001013279 2458173.984468 2458332.659340 0
 161 531 8 2 ZTF_g 865272803015 0 2.5796 91.4625 17.2941 26.145 2.803e-05 0.0366711 -0.0397732 7.8422e-05 297 30. 0.060467 0.060372 19.0061 26.145 1 2458619.7728009 531120130 -707.757289111123 81.8345236544982 -9.62060963481759 1.07410482771679 -819.131353547937 133.195632427162 -6.19125593921927 1.05984864404954 0.126762383593493 17.781000328064 0.0149999996647239 0.337999999523163 -0.0189999993890524 2458204.921053 2458328.667037 0
 162 531 8 2 ZTF_r 865315603015 0 2.3179 164.39 18.6883 26.044 2.20524e-05 0.0446595 0.116108 3.90661e-05 508 30. 0.06295 0.059283 18.9302 26.044 1 2458619.8156019 531120230 -992.316354198855 95.408990607387 -11.5695281963543 1.09424190963237 -922.430764560916 158.504822198269 -5.85877057841555 1.06752338624403 0.158987338515103 17.3350004196167 0.0179999992251396 0.526000022888184 -0.0350000001490116 2458186.939896 2458226.876562 0
 163 531 8 2 ZTF_i 873438273015 0 1.4323 254.946 7.42991 25.518 3.3038e-06 0.0262396 0.186309 1.60099e-05 534 30. 0.067852 0.079617 19.733 25.518 2 2458627.9382755 531120330 -1680.7187079352 25.9929970161573 -71.927253667847 3.88915434406023 -1432.213592648 52.4059990842701 -27.5132553293797 1.03362986031929 0.11624348112185 16.7769996261597 0.0209999997168779 0.850000023841858 -0.063000001013279 2458173.984468 2458332.659340 0
 164 531 8 2 ZTF_r 874311593015 0 2.1547 172.616 5.60525 26.1008 7.6844e-06 0.0270941 0.109538 1.35559e-05 535 30. 0.066256 0.054129 20.4831 26.1008 1 2458628.8115972 531120230 -1323.02859034944 22.3072184310834 -65.9748802332893 3.87902402133238 -1156.8006313821 40.0949275349252 -29.0458624517139 1.05709435346121 0.158987338515103 17.3350004196167 0.0179999992251396 0.526000022888184 -0.0350000001490116 2458186.939896 2458226.876562 0
 165 531 8 2 ZTF_r 878272463015 0 2.486 176.176 5.42637 26.1173 6.3078e-06 0.0245999 0.116406 1.11464e-05 536 30. 0.060572 0.054926 20.3417 26.1173 1 2458632.7724653 531120230 -1442.78253829309 28.9250347595878 -55.4857919450937 1.67132770859091 -1345.92541561018 48.1171578769762 -28.1602314123869 1.06950671735426 0.158987338515103 17.3350004196167 0.0179999992251396 0.526000022888184 -0.0350000001490116 2458186.939896 2458226.876562 0
 166 531 8 2 ZTF_g 878341673015 0 2.3976 91.9666 4.7845 26.1256 9.8859e-06 0.0305107 -0.0569286 1.80403e-05 522 30. 0.057202 0.057759 20.4354 26.1256 1 2458632.8416782 531120130 -856.450624215307 25.252374283556 -37.7272294729031 1.15112906699193 -886.384625528526 42.2592592482401 -21.1161883301748 1.0644519259424 0.126762383593493 17.781000328064 0.0149999996647239 0.337999999523163 -0.0189999993890524 2458204.921053 2458328.667037 0
 167 531 8 2 ZTF_g 880250333015 0 2.0913 90.6591 4.10492 26.1333 8.4684e-06 0.0282252 -0.0859489 1.51652e-05 526 30. 0.055736 0.051592 20.6862 26.1333 1 2458634.7503356 531120130 -906.668666123631 19.1373723034511 -52.7012725862708 1.71720072587223 -937.113095422967 35.3503450998106 -26.6878471305903 1.04198370371365 0.126762383593493 17.781000328064 0.0149999996647239 0.337999999523163 -0.0189999993890524 2458204.921053 2458328.667037 0
 168 531 8 2 ZTF_g 881212383015 0 1.8065 92.3683 3.91163 26.1466 8.1746e-06 0.0278628 -0.0767993 1.47606e-05 528 30. 0.053638 0.056751 20.8513 26.1466 1 2458635.7123843 531120130 -989.00785662446 16.6069274869565 -66.2468531607547 2.04600877697055 -916.673817273018 31.7143102519919 -29.0987778337425 1.04368634286102 0.126762383593493 17.781000328064 0.0149999996647239 0.337999999523163 -0.0189999993890524 2458204.921053 2458328.667037 0
 169 531 8 2 ZTF_r 881291643015 0 1.6415 176.999 4.62404 26.1117 6.9042e-06 0.0255072 0.115999 1.2371e-05 528 30. 0.07835 0.062724 20.7688 26.1117 1 2458635.7916435 531120230 -1609.63857122249 18.3548078994232 -97.5513598772805 6.79506372717235 -1445.53853421758 34.4439090959023 -42.250556269979 1.04727877341097 0.158987338515103 17.3350004196167 0.0179999992251396 0.526000022888184 -0.0350000001490116 2458186.939896 2458226.876562 0
 170 531 8 2 ZTF_i 883287153015 0 1.4374 255.722 5.35194 25.5288 2.2757e-06 0.021749 0.190339 1.1506e-05 534 30. 0.068014 0.063493 20.0604 25.5288 2 2458637.7871528 531120330 -1932.64515270041 17.8838635246658 -120.211378090651 8.6455455668547 -1677.43780321028 36.3085735097633 -46.510652446096 1.02883078178697 0.11624348112185 16.7769996261597 0.0209999997168779 0.850000023841858 -0.063000001013279 2458173.984468 2458332.659340 0
 171 531 8 2 ZTF_g 884316783015 0 2.4086 89.9962 3.83212 26.1245 9.1096e-06 0.0293538 -0.0851634 1.6476e-05 525 30. 0.067969 0.056189 20.6282 26.1245 1 2458638.8167824 531120130 -963.839971815623 18.9440289832749 -56.5962146118494 1.69589603601939 -955.477782219281 32.2692514269593 -29.8089648045639 1.05327574669501 0.126762383593493 17.781000328064 0.0149999996647239 0.337999999523163 -0.0189999993890524 2458204.921053 2458328.667037 0
 172 531 8 2 ZTF_g 887209343015 0 1.6699 80.0783 4.33024 25.9964 9.3911e-06 0.0297058 -0.0747348 1.69891e-05 524 30. 0.049696 0.056081 20.6814 25.9964 1 2458641.7093403 531120130 -847.979594662599 16.181104475329 -58.2950985556099 2.78057642999746 -766.825470182555 32.3333914838598 -23.8759390343828 1.03847855719495 0.126762383593493 17.781000328064 0.0149999996647239 0.337999999523163 -0.0189999993890524 2458204.921053 2458328.667037 0
 173 531 8 2 ZTF_i 887269783015 0 1.6259 265.56 5.66181 25.5688 1.9574e-06 0.0200205 0.192424 9.92483e-06 528 30. 0.062471 0.057621 20.0009 25.5688 2 2458641.7697801 531120330 -1962.68760688485 21.2439023060062 -102.771261088917 5.32825138743836 -1790.54929584917 42.0624897770166 -42.8554932894335 1.03590730925934 0.11624348112185 16.7769996261597 0.0209999997168779 0.850000023841858 -0.063000001013279 2458173.984468 2458332.659340 0
 174 531 8 2 ZTF_r 887274653015 0 1.8864 178.905 4.59553 26.1356 5.4201e-06 0.0226518 0.112626 9.72543e-06 527 30. 0.057277 0.052096 20.7278 26.1356 1 2458641.7746528 531120230 -1702.32700751151 20.3198092347197 -93.1918995177986 5.27522679546442 -1487.40312162395 37.251472996853 -40.1976283555874 1.05262011149113 0.158987338515103 17.3350004196167 0.0179999992251396 0.526000022888184 -0.0350000001490116 2458186.939896 2458226.876562 0
 175 531 8 2 ZTF_g 889208743015 0 2.2626 95.8305 5.95502 26.1967 9.311e-06 0.0294415 -0.0786595 1.71804e-05 518 30. 0.054618 0.056515 20.3009 26.1967 1 2458643.70875 531120130 -998.364147094966 28.9697847198702 -38.3352685170403 1.2794394524304 -958.604927091949 50.9184168302882 -18.9530870460039 1.05232536600929 0.126762383593493 17.781000328064 0.0149999996647239 0.337999999523163 -0.0189999993890524 2458204.921053 2458328.667037 0
 176 531 8 2 ZTF_g 890208963015 0 1.9401 95.8695 6.85718 26.1708 1.15195e-05 0.0327231 -0.0467059 2.10079e-05 519 30. 0.054743 0.058981 20.2944 26.1708 1 2458644.7089699 531120130 -1052.2930997327 27.0568752883513 -43.2627262765113 1.70554797190826 -971.850079776618 50.4869654136486 -19.3791711972199 1.04795981212512 0.126762383593493 17.781000328064 0.0149999996647239 0.337999999523163 -0.0189999993890524 2458204.921053 2458328.667037 0
 177 531 8 2 ZTF_r 890254793015 0 1.5571 181.243 7.12732 26.1533 5.9663e-06 0.0236898 0.107116 1.07183e-05 525 30. 0.05553 0.065473 20.3734 26.1533 1 2458644.7547917 531120230 -1824.31969220679 27.8058342122147 -72.9826818577493 4.61270533840583 -1576.33446875748 53.6164479657031 -29.5982153296307 1.04489360093406 0.158987338515103 17.3350004196167 0.0179999992251396 0.526000022888184 -0.0350000001490116 2458186.939896 2458226.876562 0
 178 531 8 2 ZTF_i 891253593015 0 2.2229 256.514 7.92778 25.542 4.8707e-06 0.0314599 0.189169 2.50105e-05 524 30. 0.065665 0.070207 19.3785 25.542 2 2458645.7535995 531120330 -1813.34701088106 37.1132571130711 -54.3508889266114 1.57386892697736 -1836.4672423562 64.9832557419622 -28.4509591553225 1.05306174290636 0.11624348112185 16.7769996261597 0.0209999997168779 0.850000023841858 -0.063000001013279 2458173.984468 2458332.659340 0
 179 531 8 2 ZTF_i 891270753015 0 1.7683 260.625 7.78297 25.5643 2.8063e-06 0.0240453 0.186189 1.41129e-05 526 30. 0.058611 0.062122 19.6054 25.5643 2 2458645.7707523 531120330 -1947.65426728446 31.0748189410416 -69.7201095687736 3.64227141704241 -1697.63524521658 60.8406952923554 -28.0908840382885 1.03511664911897 0.11624348112185 16.7769996261597 0.0209999997168779 0.850000023841858 -0.063000001013279 2458173.984468 2458332.659340 0
 180 531 8 2 ZTF_r 893231123015 0 1.933 182.304 13.151 26.1527 1.09286e-05 0.0320728 0.118364 1.92878e-05 528 30. 0.053651 0.062073 19.5716 26.1527 1 2458647.7311227 531120230 -1945.81807205723 57.7941242248887 -37.4518561518021 1.64764175441176 -1695.72245554764 105.889249776363 -16.1219693921193 1.05431603061789 0.158987338515103 17.3350004196167 0.0179999992251396 0.526000022888184 -0.0350000001490116 2458186.939896 2458226.876562 0
 181 531 8 2 ZTF_i 895331353015 0 1.6799 250.472 14.7563 25.5331 5.7734e-06 0.0345377 0.185907 2.85051e-05 528 30. 0.066665 0.065529 18.9159 25.5331 2 2458649.8313542 531120330 -1920.82255879384 57.0473789846384 -37.4547025922983 1.47779964895589 -1674.78932152688 112.646425043623 -14.9677996732988 1.03824987901418 0.11624348112185 16.7769996261597 0.0209999997168779 0.850000023841858 -0.063000001013279 2458173.984468 2458332.659340 0
 182 531 8 2 ZTF_g 896191743015 0 1.8475 96.4268 17.3333 26.1589 2.39683e-05 0.0408686 -0.0525625 5.94894e-05 394 30. 0.050819 0.058426 19.2823 26.1589 1 2458650.6917477 531120130 -1232.0606626036 70.9545880324679 -19.3155202398824 1.22841796448447 -1054.76459313156 137.768254567516 -7.70764278523751 1.04331806336877 0.126762383593493 17.781000328064 0.0149999996647239 0.337999999523163 -0.0189999993890524 2458204.921053 2458328.667037 0
 183 531 8 2 ZTF_r 896254603015 0 1.5188 179.5 15.0487 26.1276 1.04286e-05 0.0313515 0.115137 1.88438e-05 522 30. 0.065385 0.076801 19.5653 26.1276 1 2458650.7546065 531120230 -1988.42116658857 61.1168944090049 -36.191109779973 1.97396767528588 -1614.00663845436 118.565216922358 -13.7045004277276 1.04815621100946 0.158987338515103 17.3350004196167 0.0179999992251396 0.526000022888184 -0.0350000001490116 2458186.939896 2458226.876562 0
 184 531 8 2 ZTF_i 899232303015 0 1.6416 257.903 8.50262 25.5402 2.7068e-06 0.0234046 0.187173 1.41511e-05 526 30. 0.059504 0.058714 19.5427 25.5402 2 2458653.7323032 531120330 -2161.58521552958 29.187550993154 -82.3814640325779 3.06460765292393 -1880.0704976676 58.4392856864648 -32.3880221738826 1.03640611972661 0.11624348112185 16.7769996261597 0.0209999997168779 0.850000023841858 -0.063000001013279 2458173.984468 2458332.659340 0
 185 531 8 2 ZTF_r 900188733015 0 1.9394 175.211 5.42456 26.1033 5.7457e-06 0.023206 0.113238 1.03211e-05 524 30. 0.059635 0.053327 20.4853 26.1033 1 2458654.6887384 531120230 -1860.69347591124 22.6163992644179 -91.517926846148 4.32249938871447 -1699.95246374534 40.9460408046578 -41.7965133566857 1.05658013153674 0.158987338515103 17.3350004196167 0.0179999992251396 0.526000022888184 -0.0350000001490116 2458186.939896 2458226.876562 0
 186 531 8 2 ZTF_g 900251313015 0 1.9721 93.1859 8.17153 26.1237 1.13021e-05 0.0319702 -0.0358942 2.22408e-05 498 30. 0.058702 0.055506 20.0701 26.1237 1 2458654.7513194 531120130 -1119.26445632584 34.2116441490888 -36.3926405053883 1.41129441933997 -1013.67934441243 62.4761342501839 -16.3343418309528 1.05159024063851 0.126762383593493 17.781000328064 0.0149999996647239 0.337999999523163 -0.0189999993890524 2458204.921053 2458328.667037 0
 187 531 8 2 ZTF_g 903211013015 0 2.0102 91.3341 4.49299 26.1473 9.0922e-06 0.0286706 -0.0762 1.68729e-05 500 30. 0.058718 0.053543 20.6742 26.1473 1 2458657.7110185 531120130 -1148.31110342378 20.9622638633719 -60.9363142002258 2.05978354130606 -1083.09523051359 38.2369100297755 -28.5166855365087 1.04985110471923 0.126762383593493 17.781000328064 0.0149999996647239 0.337999999523163 -0.0189999993890524 2458204.921053 2458328.667037 0
 188 531 8 2 ZTF_r 903255343015 0 2.4144 181.515 5.25779 26.1176 6.9152e-06 0.0250512 0.116029 1.26188e-05 504 30. 0.064822 0.062522 20.3974 26.1176 1 2458657.7553472 531120230 -1880.16977139992 26.9050148092994 -77.735363131323 2.2200121452517 -1739.56359607191 44.342568812738 -39.4943212327836 1.06968072852223 0.158987338515103 17.3350004196167 0.0179999992251396 0.526000022888184 -0.0350000001490116 2458186.939896 2458226.876562 0
 189 531 8 2 ZTF_i 905174503015 0 1.4916 263.659 6.87295 25.5593 2.5146e-06 0.0222502 0.189114 1.31721e-05 510 30. 0.054712 0.067852 19.8318 25.5593 2 2458659.6745023 531120330 -2160.22060255452 25.9115642209887 -92.7383305759426 5.64846783912866 -1923.03761854058 52.9606122085712 -36.5552682797334 1.03200647756338 0.11624348112185 16.7769996261597 0.0209999997168779 0.850000023841858 -0.063000001013279 2458173.984468 2458332.659340 0
 190 531 8 2 ZTF_r 906210573015 0 2.6907 184.061 4.86367 26.1499 7.5568e-06 0.0260187 0.118505 1.38705e-05 497 30. 0.064129 0.060451 20.3668 26.1499 1 2458660.7105787 531120230 -1835.96833379738 28.4915175227494 -71.6810578801567 2.00833236476929 -1675.90415661114 45.1998105842323 -37.3274012815769 1.07332623616084 0.158987338515103 17.3350004196167 0.0179999992251396 0.526000022888184 -0.0350000001490116 2458186.939896 2458226.876562 0
 191 531 8 2 ZTF_i 909171423015 0 1.5484 210.445 10.179 25.3045 5.7559e-06 0.0338951 0.185382 2.9709e-05 513 30. 0.059476 0.061612 19.1491 25.3045 2 2458663.6714236 531120330 -1757.69068251237 39.662160308144 -49.2970448675059 2.69613174457781 -1454.70234106473 80.4772643211591 -18.1976842451256 1.03607564136217 0.11624348112185 16.7769996261597 0.0209999997168779 0.850000023841858 -0.063000001013279 2458173.984468 2458332.659340 0
 192 531 8 2 ZTF_r 909191553015 0 2.311 97.3855 8.64736 25.4795 5.06507e-05 0.0675002 0.11181 9.19436e-05 502 30. 0.056205 0.057874 19.1982 25.4795 1 2458663.6915509 531120230 -1039.31079338111 41.1205221889193 -28.1152285000568 1.21749259591546 -943.797533207567 68.6615050684324 -13.8382353102811 1.06911743680279 0.158987338515103 17.3350004196167 0.0179999992251396 0.526000022888184 -0.0350000001490116 2458186.939896 2458226.876562 0
 193 531 8 2 ZTF_g 909212253015 0 1.753 92.6574 4.89184 26.1413 6.5132e-06 0.024366 -0.0584182 1.2004e-05 505 30. 0.056149 0.053258 20.6868 26.1413 1 2458663.7122569 531120130 -1204.5746277551 21.7562079734064 -61.5893060384233 2.38376197541945 -1102.76295078323 41.1518304443988 -26.9779037946835 1.04715479780265 0.126762383593493 17.781000328064 0.0149999996647239 0.337999999523163 -0.0189999993890524 2458204.921053 2458328.667037 0
 194 531 8 2 ZTF_r 912171963015 0 1.397 181.686 8.34076 26.1591 7.6761e-06 0.0264255 0.10234 1.38132e-05 510 30. 0.063512 0.071365 20.2649 26.1591 1 2458666.6719676 531120230 -2190.69977239246 28.9327833751531 -84.2262468495314 4.97653912002772 -1692.95166113366 57.9095541532375 -29.4313056437153 1.041153614506 0.158987338515103 17.3350004196167 0.0179999992251396 0.526000022888184 -0.0350000001490116 2458186.939896 2458226.876562 0
 195 531 8 2 ZTF_i 913186203015 0 1.4469 266.858 6.25846 25.5895 2.5218e-06 0.0221484 0.188237 1.34232e-05 503 30. 0.063298 0.065729 19.9909 25.5895 2 2458667.6862037 531120330 -2282.57056420938 21.3314906673188 -119.030376684722 8.63974341543707 -2011.70652379657 43.2625517026425 -46.8131306007544 1.03228998385919 0.11624348112185 16.7769996261597 0.0209999997168779 0.850000023841858 -0.063000001013279 2458173.984468 2458332.659340 0
 196 531 8 2 ZTF_r 915184743015 0 2.2117 178.723 6.33347 26.1327 6.1735e-06 0.0241818 0.117537 1.09772e-05 529 30. 0.055241 0.055913 20.2375 26.1327 1 2458669.6847454 531120230 -1992.30944169771 31.1226910341532 -71.2089288238918 2.42209890692709 -1865.857986981 52.6787674689118 -35.6580979041286 1.06848827477772 0.158987338515103 17.3350004196167 0.0179999992251396 0.526000022888184 -0.0350000001490116 2458186.939896 2458226.876562 0
